zpid,address,zipcode,city,state,latitude,longitude
5915208,13 Acadia St,#02127,South Boston,MA,42.337919,-71.030192
208766505,7 Acadia St,#02127,South Boston,MA,42.337818,-71.03014
5916302,12 Acadia St # 1,#02127,South Boston,MA,42.337891,-71.029802
5916302,12 Acadia St # 2,#02127,South Boston,MA,42.337891,-71.029802
5916311,79 Acadia St # 1,#02127,South Boston,MA,42.337816,-71.030187
5916311,79 Acadia St # 2,#02127,South Boston,MA,42.337816,-71.030187
5916311,79 Acadia St # 3,#02127,South Boston,MA,42.337816,-71.030187
209049664,1 Acadia St # 2,#02127,South Boston,MA,42.337948,-71.03015
209053738,3 Acadia St # 1,#02127,South Boston,MA,42.337928,-71.03014
5916311,79 Acadia St # 4,#02127,South Boston,MA,42.337816,-71.030187
8189793,125 B St UNIT 3B,#02127,South Boston,MA,42.341278,-71.05308
8185666,125 B St UNIT 4B,#02127,South Boston,MA,42.341278,-71.05308
8185361,125 B St UNIT 2B,#02127,South Boston,MA,42.341278,-71.05308
8185449,125 B St UNIT 1B,#02127,South Boston,MA,42.341278,-71.05308
5915035,2 Balmoral Park,#02127,South Boston,MA,42.331077,-71.034501
5915035,3 Balmoral Park,#02127,South Boston,MA,42.331078,-71.034581
5915035,1 Balmoral Park,#02127,South Boston,MA,42.331085,-71.034412
209356178,2 Balmoral Park # 1,#02127,South Boston,MA,42.331077,-71.034501
5915010,13 Bantry Way,#02127,South Boston,MA,42.331834,-71.031599
5915008,4 Bantry Way,#02127,South Boston,MA,42.332052,-71.031564
5915008,6 Bantry Way,#02127,South Boston,MA,42.332049,-71.031719
5915008,7 Bantry Way,#02127,South Boston,MA,42.332048,-71.031796
5915008,8 Bantry Way,#02127,South Boston,MA,42.332045,-71.031873
5915248,22 Barnard Pl,#02127,South Boston,MA,42.336748,-71.039018
5915248,18 Barnard Pl,#02127,South Boston,MA,42.336746,-71.039167
5915248,16 Barnard Pl,#02127,South Boston,MA,42.336744,-71.039258
5915248,14 Barnard Pl,#02127,South Boston,MA,42.336742,-71.039331
5915248,12 Barnard Pl,#02127,South Boston,MA,42.336742,-71.039388
5915248,8 Barnard Pl,#02127,South Boston,MA,42.336739,-71.039517
5915248,10 Barnard Pl,#02127,South Boston,MA,42.336741,-71.039445
5921291,20 Barnard Pl,#02127,South Boston,MA,42.336747,-71.039093
5915250,1 Bay State Pl,#02127,South Boston,MA,42.337875,-71.038136
5915250,8 Bay State Pl,#02127,South Boston,MA,42.337714,-71.037896
5915250,6 Bay State Pl,#02127,South Boston,MA,42.33777,-71.037904
6011226,2 Bay State Pl # 3,#02127,South Boston,MA,42.33788,-71.037906
6011226,2 Bay State Pl # 1,#02127,South Boston,MA,42.33788,-71.037906
12385099,3 Bay State Pl # 2,#02127,South Boston,MA,42.337821,-71.038134
8185444,7 Bay State Pl # 1,#02127,South Boston,MA,42.337711,-71.038141
8185636,7 Bay State Pl # 2,#02127,South Boston,MA,42.337711,-71.038141
208673298,8 Bay State Pl # 1,#02127,South Boston,MA,42.337712,-71.0379
209555025,4 Bay State Pl # 1,#02127,South Boston,MA,42.337825,-71.037905
213946017,5 Bay State Pl # 1,#02127,South Boston,MA,42.337768,-71.038134
12384800,3 Bay State Pl # 1,#02127,South Boston,MA,42.337821,-71.038134
5915093,1 Bay View Pl,#02127,South Boston,MA,42.331755,-71.039267
5915093,2 Bay View Pl,#02127,South Boston,MA,42.33176,-71.039175
5914887,9 Beckler Ave,#02127,South Boston,MA,42.333385,-71.036703
5914888,6 Beckler Ave,#02127,South Boston,MA,42.333622,-71.036845
5914888,16 Beckler Ave,#02127,South Boston,MA,42.333628,-71.036494
5914889,2 Beckler Ave,#02127,South Boston,MA,42.33362,-71.036985
5914888,4 Beckler Ave,#02127,South Boston,MA,42.333621,-71.036915
5914888,14 Beckler Ave,#02127,South Boston,MA,42.333627,-71.036564
5914888,15 Beckler Ave,#02127,South Boston,MA,42.333389,-71.03649
5914888,13 Beckler Ave,#02127,South Boston,MA,42.333387,-71.036561
5914887,7 Beckler Ave,#02127,South Boston,MA,42.333384,-71.036771
5914887,5 Beckler Ave,#02127,South Boston,MA,42.333383,-71.036844
11768630,9 Beckler Ave # 1,#02127,South Boston,MA,42.333385,-71.036703
11338929,6 Beckler Ave # 1,#02127,South Boston,MA,42.333622,-71.036845
11338993,6 Beckler Ave # 2,#02127,South Boston,MA,42.333622,-71.036845
208955188,8 Beckler Ave # 2B,#02127,South Boston,MA,42.33362,-71.036762
5914930,11 Bell Ct,#02127,South Boston,MA,42.335659,-71.055233
5914930,9 Bell Ct,#02127,South Boston,MA,42.335627,-71.055183
5914929,7 Bell Ct,#02127,South Boston,MA,42.335594,-71.055131
6709589,11 Bell Ct # 1,#02127,South Boston,MA,42.335659,-71.055233
6709622,11 Bell Ct # 2,#02127,South Boston,MA,42.335659,-71.055233
6709661,11 Bell Ct # 3,#02127,South Boston,MA,42.335659,-71.055233
5914825,3 Kemble Pl # 1,#02127,South Boston,MA,42.337795,-71.027472
5914826,3 Kemble Pl # 2,#02127,South Boston,MA,42.337795,-71.027472
19005706,17-21 Boston St,#02127,South Boston,MA,42.328948,-71.05762
24715039,30 Boston St # 1,#02127,South Boston,MA,42.328376,-71.057463
24715054,30 Boston St # 3,#02127,South Boston,MA,42.328376,-71.057463
24715071,30 Boston St FLOOR 2,#02127,South Boston,MA,42.328376,-71.057463
5915115,13 Brewster St,#02127,South Boston,MA,42.331682,-71.040565
5915114,11 Brewster St,#02127,South Boston,MA,42.331751,-71.040568
5915118,12 Brewster St,#02127,South Boston,MA,42.331723,-71.040267
5915118,10 Brewster St,#02127,South Boston,MA,42.331794,-71.040269
5915118,6 Brewster St,#02127,South Boston,MA,42.331938,-71.040277
5915114,5 Brewster St,#02127,South Boston,MA,42.331858,-71.040568
5915114,1 Brewster St,#02127,South Boston,MA,42.331954,-71.040571
5915114,3 Brewster St,#02127,South Boston,MA,42.331906,-71.040569
5915115,15 Brewster St,#02127,South Boston,MA,42.331615,-71.040561
5915117,14 Brewster St,#02127,South Boston,MA,42.33165,-71.040264
8185749,7 Brewster St # 1,#02127,South Boston,MA,42.331828,-71.04054
209528834,6 Brewster St # 1,#02127,South Boston,MA,42.331938,-71.040277
8185454,7 Brewster St # 3,#02127,South Boston,MA,42.331828,-71.04054
8185368,7 Brewster St # 2,#02127,South Boston,MA,42.331828,-71.04054
5918835,6 Burnham Pl # 2,#02127,South Boston,MA,42.336849,-71.04094
5914818,4 Burnham Pl # 2,#02127,South Boston,MA,42.33677,-71.040939
8185761,2 Burnham Pl # 3,#02127,South Boston,MA,42.336695,-71.040938
8185809,2 Burnham Pl # 1,#02127,South Boston,MA,42.336695,-71.040938
5914818,4 Burnham Pl # 3,#02127,South Boston,MA,42.33677,-71.040939
5914908,11 Burrill Pl,#02127,South Boston,MA,42.332607,-71.04045
5915315,7 Burrill Pl,#02127,South Boston,MA,42.332614,-71.040292
5915315,5 Burrill Pl,#02127,South Boston,MA,42.332625,-71.040219
5914908,16 Burrill Pl,#02127,South Boston,MA,42.33244,-71.040585
8779330,15 Burrill Pl # 3,#02127,South Boston,MA,42.332604,-71.040519
8779321,15 Burrill Pl # 1,#02127,South Boston,MA,42.332604,-71.040519
6709616,11 Burrill Pl # 3,#02127,South Boston,MA,42.332607,-71.04045
6304159,14 Burrill Pl # 3,#02127,South Boston,MA,42.332441,-71.040515
6739614,11 Burrill Pl # 1,#02127,South Boston,MA,42.332607,-71.04045
8779420,19 Burrill Pl # 1,#02127,South Boston,MA,42.332602,-71.040659
8779639,17 Burrill Pl # 2,#02127,South Boston,MA,42.332603,-71.040589
8779629,17 Burrill Pl # 3,#02127,South Boston,MA,42.332603,-71.040589
8779614,17 Burrill Pl # 1,#02127,South Boston,MA,42.332603,-71.040589
8779401,19 Burrill Pl # 3,#02127,South Boston,MA,42.332602,-71.040659
209246884,10 Boston St # 3C,#02127,South Boston,MA,42.3289,-71.05725
5915289,1 Church Ave,#02127,South Boston,MA,42.33764,-71.050099
209065905,2 Church Ave,#02127,South Boston,MA,42.337808,-71.04983
19005185,8-12 City Point Ct,#02127,South Boston,MA,42.33803,-71.028705
5921137,4 City Point Ct,#02127,South Boston,MA,42.338238,-71.028604
5921137,6 City Point Ct,#02127,South Boston,MA,42.338229,-71.028604
19005185,14-18 City Point Ct,#02127,South Boston,MA,42.337924,-71.028692
5914825,9 City Point Ct,#02127,South Boston,MA,42.337893,-71.028907
5914825,5 City Point Ct,#02127,South Boston,MA,42.338063,-71.028911
5914825,1 City Point Ct,#02127,South Boston,MA,42.338144,-71.028914
5914825,7 City Point Ct,#02127,South Boston,MA,42.337983,-71.028909
5914892,8 Colebrook St,#02127,South Boston,MA,42.332696,-71.042048
5914890,13 Colebrook St,#02127,South Boston,MA,42.332484,-71.042159
5914891,9 Colebrook St,#02127,South Boston,MA,42.332485,-71.042036
5914890,11 Colebrook St,#02127,South Boston,MA,42.332485,-71.042098
5914891,1 Colebrook St,#02127,South Boston,MA,42.332527,-71.041766
5914890,19 Colebrook St,#02127,South Boston,MA,42.33248,-71.042335
5914891,5 Colebrook St,#02127,South Boston,MA,42.332487,-71.041915
5914891,7 Colebrook St,#02127,South Boston,MA,42.332488,-71.041975
5914891,3 Colebrook St,#02127,South Boston,MA,42.33249,-71.041854
5914890,15 Colebrook St,#02127,South Boston,MA,42.332483,-71.042219
5914944,1836 Columbia Rd,#02127,South Boston,MA,42.332685,-71.027438
19005666,1690-1692 Columbia Rd,#02127,South Boston,MA,42.329978,-71.0342
19005604,1540-1542 Columbia Rd,#02127,South Boston,MA,42.330387,-71.039134
19005302,1840 Columbia Rd,#02127,South Boston,MA,42.332708,-71.027272
5914876,1754 Columbia Rd # 3,#02127,South Boston,MA,42.330527,-71.032456
5915015,1790 Columbia Rd # A,#02127,South Boston,MA,42.331908,-71.029493
5915015,1790 Columbia Rd # C,#02127,South Boston,MA,42.331908,-71.029493
5915127,1350 Columbia Rd,#02127,South Boston,MA,42.330881,-71.045702
5915119,1512 Columbia Rd,#02127,South Boston,MA,42.330701,-71.040226
5915070,1640 Columbia Rd,#02127,South Boston,MA,42.329726,-71.036125
5915014,1776 Columbia Rd,#02127,South Boston,MA,42.331296,-71.030719
19005517,33-35 Covington St,#02127,South Boston,MA,42.331655,-71.046002
19005517,29-31 Covington St,#02127,South Boston,MA,42.331561,-71.045998
5915172,30 Covington St,#02127,South Boston,MA,42.331547,-71.046418
5915171,36 Covington St,#02127,South Boston,MA,42.33171,-71.046423
5915145,8 Covington St,#02127,South Boston,MA,42.330812,-71.046437
5915172,34 Covington St,#02127,South Boston,MA,42.331651,-71.04642
211172138,31 Covington St # 1,#02127,South Boston,MA,42.331561,-71.045998
5915048,1 Cutler Ct,#02127,South Boston,MA,42.33364,-71.034355
5915048,3 Cutler Ct,#02127,South Boston,MA,42.333575,-71.034354
10298825,2 Cutler Ct,#02127,South Boston,MA,42.333612,-71.034114
209631947,10 Damrell St,#02127,South Boston,MA,42.334654,-71.034769
5914972,4 Dean Way,#02127,South Boston,MA,42.335277,-71.026147
5914972,1 Dean Way,#02127,South Boston,MA,42.335305,-71.025816
5915262,29-29R Dexter St,#02127,South Boston,MA,42.3304,-71.0576
5915262,23-23R Dexter St,#02127,South Boston,MA,42.3304,-71.0576
5915262,19 Dexter St,#02127,South Boston,MA,42.330573,-71.05777
5914845,9-11R Dexter St,#02127,South Boston,MA,42.3304,-71.0576
5915262,27-27R Dexter St,#02127,South Boston,MA,42.3304,-71.0576
5915262,7 Dexter St,#02127,South Boston,MA,42.330474,-71.057386
210032560,7 Dexter St # 2,#02127,South Boston,MA,42.33047,-71.05739
5915169,16 Dixfield St,#02127,South Boston,MA,42.331865,-71.04676
214695589,11 Dixfield St,#02127,South Boston,MA,42.331623,-71.046888
5915170,6 Dixfield St,#02127,South Boston,MA,42.331857,-71.047138
213916256,2 Dixfield St,#02127,South Boston,MA,42.331854,-71.047289
5915169,14 Dixfield St,#02127,South Boston,MA,42.331863,-71.046836
5914862,17 Dixfield St,#02127,South Boston,MA,42.331636,-71.046738
5914861,26 Dixfield St,#02127,South Boston,MA,42.331868,-71.04645
5914862,21 Dixfield St,#02127,South Boston,MA,42.331639,-71.046611
5915169,10 Dixfield St,#02127,South Boston,MA,42.33186,-71.046988
5915170,8 Dixfield St,#02127,South Boston,MA,42.331859,-71.047063
5915170,4 Dixfield St,#02127,South Boston,MA,42.331856,-71.047214
5915174,7 Dixfield St,#02127,South Boston,MA,42.331651,-71.04704
5915174,9 Dixfield St,#02127,South Boston,MA,42.331636,-71.046976
211828176,7 Dixfield St # 1,#02127,South Boston,MA,42.331651,-71.04704
5921549,15 Dixfield St # 2,#02127,South Boston,MA,42.331652,-71.046812
208820079,385 Dorchester St # 1,#02127,South Boston,MA,42.330216,-71.056417
208812703,385 Dorchester St # 3V,#02127,South Boston,MA,42.330217,-71.056421
208661239,385 Dorchester St # A10V,#02127,South Boston,MA,42.330217,-71.056421
5914864,13 Douglas St,#02127,South Boston,MA,42.331039,-71.042927
5915131,7 Douglas St,#02127,South Boston,MA,42.330861,-71.042923
5915108,8 Douglas St,#02127,South Boston,MA,42.330958,-71.04259
5915131,9 Douglas St,#02127,South Boston,MA,42.3308,-71.042921
5915132,11 Douglas St,#02127,South Boston,MA,42.330737,-71.04292
213284215,3 Douglas St,#02127,South Boston,MA,42.33086,-71.043127
5918837,12 Douglas St # 1,#02127,South Boston,MA,42.330786,-71.042566
5918837,12 Douglas St # 2,#02127,South Boston,MA,42.330786,-71.042566
5918837,12 Douglas St # 3,#02127,South Boston,MA,42.330786,-71.042566
11338999,8 Douglas St # 3,#02127,South Boston,MA,42.330958,-71.04259
11338980,8 Douglas St # 2,#02127,South Boston,MA,42.330958,-71.04259
11338877,8 Douglas St # 1,#02127,South Boston,MA,42.330958,-71.04259
7133333,7 Douglas St # 3,#02127,South Boston,MA,42.330861,-71.042923
5916305,10 Douglas St # 3,#02127,South Boston,MA,42.330872,-71.04256
7148860,7 Douglas St # 1,#02127,South Boston,MA,42.330861,-71.042923
7148850,7 Douglas St # 2,#02127,South Boston,MA,42.330861,-71.042923
5915255,44 Ellery St,#02127,South Boston,MA,42.329202,-71.057926
5915255,48 Ellery St,#02127,South Boston,MA,42.329115,-71.057999
211186369,44 Ellery St # 1,#02127,South Boston,MA,42.329204,-71.057929
5915249,14 Emmet St,#02127,South Boston,MA,42.337011,-71.038863
5915243,9 Emmet St,#02127,South Boston,MA,42.336907,-71.038569
5915243,5 Emmet St,#02127,South Boston,MA,42.336791,-71.038562
24813328,1 Emmet St,#02127,South Boston,MA,42.336688,-71.038561
5915249,8 Emmet St,#02127,South Boston,MA,42.336847,-71.03886
5921138,13 Emmet St # 2,#02127,South Boston,MA,42.337017,-71.038573
5921138,13 Emmet St # 1,#02127,South Boston,MA,42.337008,-71.038545
8185880,10 Emmet St # 2,#02127,South Boston,MA,42.336902,-71.038862
8185886,10 Emmet St # 1,#02127,South Boston,MA,42.336902,-71.038862
8185897,10 Emmet St # 3,#02127,South Boston,MA,42.336902,-71.038862
211232817,8 Emmet St # 2,#02127,South Boston,MA,42.336847,-71.03886
5921137,4 Ewer St,#02127,South Boston,MA,42.334358,-71.054438
5918835,47 Farragut Rd,#02127,South Boston,MA,42.336543,-71.02541
5914967,55 Farragut Rd,#02127,South Boston,MA,42.336286,-71.025404
19005215,27-31 Farragut Rd,#02127,South Boston,MA,42.337,-71.0252
5914967,53 Farragut Rd,#02127,South Boston,MA,42.336371,-71.025406
5914967,57 Farragut Rd,#02127,South Boston,MA,42.336198,-71.025401
5914998,123 Farragut Rd,#02127,South Boston,MA,42.334295,-71.025374
5914997,105 Farragut Rd,#02127,South Boston,MA,42.334574,-71.025352
5914971,81 Farragut Rd,#02127,South Boston,MA,42.335304,-71.025422
5921144,61 Farragut Rd # 3,#02127,South Boston,MA,42.336111,-71.025399
7133335,41 Farragut Rd # 3,#02127,South Boston,MA,42.33686,-71.025423
7133342,41 Farragut Rd # 1,#02127,South Boston,MA,42.33686,-71.025423
5914844,77 Farragut Rd # 3,#02127,South Boston,MA,42.33538,-71.025427
5915079,554 E 5th St,#02127,South Boston,MA,42.334188,-71.038372
5915213,664 E 5th St,#02127,South Boston,MA,42.334111,-71.033903
19004967,636-638 E 5th St,#02127,South Boston,MA,42.334098,-71.03495
19004967,644-646 E 5th St,#02127,South Boston,MA,42.334098,-71.03478
5915317,820 E 5th St,#02127,South Boston,MA,42.334311,-71.027728
7133360,723 E 5th St # 2,#02127,South Boston,MA,42.333873,-71.030826
19004936,584-586 E 5th St,#02127,South Boston,MA,42.334068,-71.03691
8779340,721 E 5th St # 2,#02127,South Boston,MA,42.333862,-71.030921
8779631,721 E 5th St # 1,#02127,South Boston,MA,42.333862,-71.030921
19004901,484-486 E 5th St,#02127,South Boston,MA,42.333988,-71.04119
5921170,795 E 5th St # 1,#02127,South Boston,MA,42.333878,-71.028778
5914883,583 E 5th St,#02127,South Boston,MA,42.333771,-71.036989
5914837,771 E 5th St APT 3,#02127,South Boston,MA,42.333812,-71.029656
5914837,773 E 5th St # 2,#02127,South Boston,MA,42.333815,-71.029551
5914838,773 E 5th St # 3,#02127,South Boston,MA,42.333815,-71.029551
5914839,826 E 5th St APT 1,#02127,South Boston,MA,42.334233,-71.027358
5914839,826 E 5th St APT 3,#02127,South Boston,MA,42.334233,-71.027358
5921165,593 E 5th St # 2,#02127,South Boston,MA,42.333777,-71.036638
5921165,593 E 5th St # 1,#02127,South Boston,MA,42.333777,-71.036638
5915038,68 Flint Pl,#02127,South Boston,MA,42.331038,-71.033898
5915038,24 Flint Pl,#02127,South Boston,MA,42.330968,-71.033896
5914996,913 E 4th St,#02127,South Boston,MA,42.334669,-71.026671
